candidate_id,name,email,phone,linkedin_url,portfolio_url,location_city,location_state,location_country,relocation_willingness,remote_preference,availability_status,total_experience_years,education_level,degrees,institutions,languages_spoken,primary_industry,sub_industries,skills_extracted,tools_and_technologies,certifications,top_titles_mentioned,domains_of_expertise,employment_history,semantic_summary,keywords_summary,career_stage,genai_relevance_score,medical_domain_score,construction_domain_score,cad_relevance_score,nlp_relevance_score,computer_vision_relevance_score,data_engineering_relevance_score,mlops_relevance_score,evidence_skills,evidence_domains,evidence_certifications,evidence_tools,source_channel,hiring_manager_notes,interview_feedback,offer_status,assigned_recruiter,resume_embedding_version,last_updated
CID0045,Taylor Johnson,taylor.johnson944@outlook.com,(732) 622-7102,https://www.linkedin.com/in/taylorjohnson1392,https://github.com/taylor604,San Diego,CA,USA,Yes,Hybrid,Notice (30 days),1.1,HighSchool,['M.Eng. Civil Engineering'],['Northwestern University'],"['English', 'Mandarin']",Technology,"['DevOps', 'Cloud']","['FHIR', 'Revit', 'SQL', 'AutoCAD', 'GenAI', 'GraphQL', 'CI/CD', 'ETL', 'NLP', 'Power BI', 'Epic', 'CAD', 'Flask']","['dbt', 'Elasticsearch', 'AWS', 'Kafka', 'Milvus', 'PostgreSQL', 'GCP']","['PMP', 'Azure Fundamentals', 'AWS Solutions Architect']",['Software Engineer'],"['Security', 'GenAI', 'Healthcare IT', 'CAD']",[],"Taylor Johnson has about 1.1 years of experience across Security, GenAI, Healthcare IT, working with FHIR, Revit, SQL, AutoCAD and tools like dbt, Elasticsearch, AWS.","['vector search', 'time-series forecasting', 'Kubernetes ops', 'RAG pipeline', 'de-identification']",Entry,0.78,0.8,0.3,0.6,0.01,0.12,0.14,0.22,"['AutoCAD in production', 'Used dbt', 'Built RAG pipeline']","['Projects in Security', 'Industry: Technology', 'Sub: DevOps']","['PMP', 'Azure Fundamentals', 'AWS Solutions Architect']","['dbt', 'dbt']",LinkedIn,unknown,unknown,Offered,unknown,unknown,2025-10-19
CID0046,Riley Miller,riley.miller844@proton.me,(581) 902-2376,https://www.linkedin.com/in/rileymiller1229,https://github.com/riley32,Denver,CO,USA,Yes,Hybrid,Notice (30 days),12.1,PhD,"['B.S. Computer Science', 'M.S. Computer Science']","['MIT', 'University of Chicago']","['English', 'Arabic', 'German']",Government,['Civic Tech'],"['CAD', 'PyTorch', 'AutoCAD', 'Java', 'FHIR', 'Power BI', 'Flask', 'GenAI', 'R', 'Data Warehousing', 'EHR', 'HIPAA']","['Airflow', 'Spark', 'Elasticsearch', 'SageMaker', 'LangGraph']",[],"['Data Engineer', 'Software Engineer']","['Healthcare IT', 'Software Engineering', 'Unknown', 'GenAI', 'Security']",[],"Riley Miller has about 12.1 years of experience across Healthcare IT, Software Engineering, Unknown, working with CAD, PyTorch, AutoCAD, Java and tools like Airflow, Spark, Elasticsearch.","['EHR analytics', 'DevOps CI/CD', 'Realtime inference', 'RAG pipeline', 'time-series forecasting', 'GraphQL APIs']",Lead/Manager,0.74,0.58,0.1,0.07,0.27,0.23,0.02,0.3,"['R in production', 'Used Elasticsearch', 'Built time-series forecasting']","['Projects in Software Engineering', 'Industry: Government', 'Sub: Civic Tech']",[],"['Airflow', 'Spark']",Unknown,unknown,unknown,Offered,unknown,unknown,2025-10-19
CID0047,Quinn Moore,quinn.moore836@gmail.com,(982) 424-7363,https://www.linkedin.com/in/quinnmoore2847,https://github.com/quinn190,Madison,WI,USA,Yes,Onsite,Notice (14 days),13.7,PhD,"['B.E. Computer Science', 'B.S. Information Systems']",['Governors State University'],"['English', 'French']",Education,['Research'],"['SQL', 'R', 'Revit', 'Data Warehousing', 'Plotly', 'Python']","['Spark', 'LangChain', 'dbt', 'Milvus', 'GCP', 'Azure', 'Kafka', 'Vertex AI']","['AWS Solutions Architect', 'CKA']",['DevOps Engineer'],"['NLP', 'Software Engineering', 'CAD']",[],"Quinn Moore has about 13.7 years of experience across NLP, Software Engineering, CAD, working with SQL, R, Revit, Data Warehousing and tools like Spark, LangChain, dbt.","['RAG pipeline', 'time-series forecasting', 'predictive modeling', 'de-identification']",Lead/Manager,0.1,0.29,0.22,0.63,0.81,0.13,0.19,0.15,"['Revit in production', 'Used dbt', 'Built predictive modeling']","['Projects in NLP', 'Industry: Education', 'Sub: Research']","['AWS Solutions Architect', 'CKA']","['Kafka', 'GCP']",Unknown,unknown,unknown,Rejected,unknown,unknown,2025-10-19
CID0048,Riley Garcia,riley.garcia747@gmail.com,(918) 786-7415,https://www.linkedin.com/in/rileygarcia2984,https://github.com/riley626,Austin,TX,USA,No,Hybrid,Unknown,1.6,Diploma,['B.Eng. Civil Engineering'],['Northwestern University'],"['English', 'Mandarin']",Finance,"['Fintech', 'Risk', 'Trading']","['Python', 'FHIR', 'AutoCAD', 'Revit', 'Epic', 'SQL', 'PyTorch', 'Go', 'NLP', 'Java', 'R', 'React', 'Flask']","['Elasticsearch', 'Azure', 'BigQuery', 'Spark', 'Redis', 'SageMaker', 'Snowflake', 'Milvus', 'LangGraph']","['TensorFlow Developer', 'AWS Developer', 'CKA']",['Data Scientist'],"['GenAI', 'CAD', 'Construction', 'NLP']",[],"Riley Garcia has about 1.6 years of experience across GenAI, CAD, Construction, working with Python, FHIR, AutoCAD, Revit and tools like Elasticsearch, Azure, BigQuery.","['RAG pipeline', 'ETL pipelines', 'de-identification', 'time-series forecasting']",Entry,0.86,0.18,0.86,0.54,0.79,0.18,0.14,0.01,"['R in production', 'Used BigQuery', 'Built time-series forecasting']","['Projects in CAD', 'Industry: Finance', 'Sub: Fintech']","['TensorFlow Developer', 'AWS Developer', 'CKA']","['Azure', 'SageMaker']",Career Page,unknown,unknown,Offered,unknown,unknown,2025-10-19
CID0049,Rowan Moore,rowan.moore740@icloud.com,(471) 876-5612,https://www.linkedin.com/in/rowanmoore3892,https://github.com/rowan108,Phoenix,AZ,USA,Yes,Unknown,Unknown,8.2,Diploma,['M.S. Computer Science'],"['MIT', 'Georgia Tech']",['English'],Education,"['EdTech', 'Research']","['AutoCAD', 'CAD', 'HIPAA', 'HL7', 'SQL', 'FastAPI']","['AWS', 'Airflow', 'Redis', 'Spark', 'HuggingFace', 'MongoDB', 'dbt', 'GCP', 'LangGraph', 'Elasticsearch']","['GCP Professional Data Engineer', 'CKA', 'TensorFlow Developer']","['Software Engineer', 'MLOps Engineer']","['Construction', 'MLOps']",[],"Rowan Moore has about 8.2 years of experience across Construction, MLOps, working with AutoCAD, CAD, HIPAA, HL7 and tools like AWS, Airflow, Redis.","['AutoCAD automation', 'Kubernetes ops', 'Realtime inference', 'GraphQL APIs', 'FHIR integration', 'ETL pipelines', 'de-identification']",Senior,0.2,0.24,0.78,0.12,0.23,0.07,0.02,0.54,"['HL7 in production', 'Used LangGraph', 'Built GraphQL APIs']","['Projects in MLOps', 'Industry: Education', 'Sub: EdTech']","['GCP Professional Data Engineer', 'CKA', 'TensorFlow Developer']","['GCP', 'HuggingFace']",LinkedIn,unknown,unknown,Hired,unknown,unknown,2025-10-19
CID0050,Jordan Taylor,jordan.taylor585@icloud.com,(785) 893-3415,https://www.linkedin.com/in/jordantaylor7358,https://github.com/jordan187,San Francisco,CA,USA,Yes,Hybrid,Employed,1.9,Diploma,['M.Eng. Civil Engineering'],['UIUC'],['English'],Logistics,"['Warehousing', 'Fleet']","['React', 'Docker', 'Java', 'Go', 'TensorFlow', 'FHIR', 'Kubernetes']","['LangChain', 'SageMaker', 'HuggingFace', 'Elasticsearch', 'AWS', 'Milvus', 'Vertex AI']",['AWS Developer'],['DevOps Engineer'],"['Construction', 'Software Engineering']",[],"Jordan Taylor has about 1.9 years of experience across Construction, Software Engineering, working with React, Docker, Java, Go and tools like LangChain, SageMaker, HuggingFace.","['de-identification', 'AutoCAD automation', 'Realtime inference', 'EHR analytics', 'GraphQL APIs', 'FHIR integration']",Entry,0.12,0.19,0.57,0.2,0.12,0.12,0.26,0.21,"['React in production', 'Used Milvus', 'Built EHR analytics']","['Projects in Software Engineering', 'Industry: Logistics', 'Sub: Fleet']",['AWS Developer'],"['LangChain', 'HuggingFace']",Referral,unknown,unknown,Rejected,unknown,unknown,2025-10-19
CID0051,Quinn Thomas,quinn.thomas879@gmail.com,(433) 337-5923,https://www.linkedin.com/in/quinnthomas5258,https://github.com/quinn285,San Diego,CA,USA,Unknown,Unknown,Unknown,9.7,Master,"['M.S. Data Science', 'M.Eng. Civil Engineering']","['Osmania University', 'UT Austin']","['English', 'Mandarin', 'Spanish']",Energy,['Renewables'],"['Epic', 'Kubernetes', 'React', 'GenAI', 'GraphQL', 'Go', 'ETL', 'Python', 'CAD', 'AutoCAD']","['Milvus', 'LangGraph', 'PostgreSQL', 'SageMaker', 'MongoDB', 'LangChain', 'Azure', 'Kafka', 'AWS', 'GCP']","['CKA', 'PMP']","['ML Engineer', 'Data Scientist']","['CAD', 'MLOps', 'Security']",[],"Quinn Thomas has about 9.7 years of experience across CAD, MLOps, Security, working with Epic, Kubernetes, React, GenAI and tools like Milvus, LangGraph, PostgreSQL.","['EHR analytics', 'GraphQL APIs', 'DevOps CI/CD', 'RAG pipeline', 'time-series forecasting']",Senior,0.22,0.21,0.09,0.57,0.12,0.05,0.17,0.86,"['GenAI in production', 'Used SageMaker', 'Built GraphQL APIs']","['Projects in Security', 'Industry: Energy', 'Sub: Renewables']","['CKA', 'PMP']","['MongoDB', 'Azure']",Other,unknown,unknown,In pipeline,unknown,unknown,2025-10-19
CID0052,Alex Thomas,alex.thomas934@outlook.com,(862) 377-1138,https://www.linkedin.com/in/alexthomas4136,https://github.com/alex632,Atlanta,GA,USA,No,Onsite,Notice (30 days),13.4,Bachelor,"['B.S. Information Systems', 'B.S. Computer Science']","['UC Berkeley', 'UIUC']","['English', 'French', 'Arabic']",Logistics,['Fleet'],"['EHR', 'Power BI', 'Go', 'PyTorch', 'Docker', 'HIPAA', 'Data Warehousing', 'GraphQL', 'HL7', 'Epic', 'NLP', 'FastAPI', 'SQL', 'TensorFlow']","['dbt', 'Snowflake', 'SageMaker', 'Airflow', 'Milvus', 'Vertex AI']",['AWS Solutions Architect'],"['Data Engineer', 'Full-Stack Developer', 'Software Engineer']","['Unknown', 'MLOps']",[],"Alex Thomas has about 13.4 years of experience across Unknown, MLOps, working with EHR, Power BI, Go, PyTorch and tools like dbt, Snowflake, SageMaker.","['AutoCAD automation', 'de-identification', 'time-series forecasting', 'predictive modeling', 'FHIR integration', 'Kubernetes ops']",Lead/Manager,0.21,0.21,0.19,0.14,0.28,0.11,0.09,0.64,"['Go in production', 'Used Vertex AI', 'Built FHIR integration']","['Projects in Unknown', 'Industry: Logistics', 'Sub: Fleet']",['AWS Solutions Architect'],"['dbt', 'Airflow']",Career Page,unknown,unknown,Rejected,unknown,unknown,2025-10-19
CID0053,Hayden Garcia,hayden.garcia970@yahoo.com,(870) 291-4641,https://www.linkedin.com/in/haydengarcia3660,https://github.com/hayden772,Madison,WI,USA,No,Unknown,Notice (14 days),5.6,HighSchool,"['MBA', 'M.Eng. Civil Engineering']",['UT Austin'],['English'],Logistics,['Warehousing'],"['Kubernetes', 'NLP', 'Matplotlib', 'EHR', 'React', 'Java', 'HL7', 'Django', 'R']","['GCP', 'BigQuery', 'Milvus', 'dbt', 'Elasticsearch', 'Airflow', 'PostgreSQL', 'Vertex AI', 'Azure', 'Redis']",[],"['Full-Stack Developer', 'Software Engineer']","['Unknown', 'GenAI', 'Security', 'MLOps']",[],"Hayden Garcia has about 5.6 years of experience across Unknown, GenAI, Security, working with Kubernetes, NLP, Matplotlib, EHR and tools like GCP, BigQuery, Milvus.","['Kubernetes ops', 'ETL pipelines', 'GraphQL APIs', 'time-series forecasting', 'EHR analytics', 'vector search']",Mid,0.65,0.13,0.13,0.14,0.0,0.16,0.22,0.67,"['Kubernetes in production', 'Used Airflow', 'Built EHR analytics']","['Projects in GenAI', 'Industry: Logistics', 'Sub: Warehousing']",[],"['GCP', 'dbt']",Career Page,unknown,unknown,Rejected,unknown,unknown,2025-10-19
CID0054,Peyton Jones,peyton.jones106@proton.me,(715) 802-6015,https://www.linkedin.com/in/peytonjones1070,https://github.com/peyton853,Raleigh,NC,USA,Yes,Onsite,Notice (14 days),6.8,HighSchool,"['M.Eng. Civil Engineering', 'B.Eng. Civil Engineering']",['Carnegie Mellon University'],"['English', 'Mandarin']",Retail,['Inventory'],"['Revit', 'Java', 'Cerner', 'GenAI', 'AutoCAD', 'Plotly']","['SageMaker', 'HuggingFace', 'Azure', 'AWS']","['AWS Solutions Architect', 'TensorFlow Developer']","['Backend Engineer', 'Civil Engineer', 'Data Scientist']","['Unknown', 'NLP']",[],"Peyton Jones has about 6.8 years of experience across Unknown, NLP, working with Revit, Java, Cerner, GenAI and tools like SageMaker, HuggingFace, Azure.","['FHIR integration', 'time-series forecasting', 'vector search', 'de-identification']",Senior,0.04,0.08,0.21,0.06,0.76,0.21,0.0,0.13,"['Revit in production', 'Used Azure', 'Built time-series forecasting']","['Projects in NLP', 'Industry: Retail', 'Sub: Inventory']","['AWS Solutions Architect', 'TensorFlow Developer']","['SageMaker', 'Azure']",LinkedIn,unknown,unknown,In pipeline,unknown,unknown,2025-10-19
CID0055,Elliot Miller,elliot.miller624@outlook.com,(996) 469-9571,https://www.linkedin.com/in/elliotmiller5865,https://github.com/elliot730,Boston,MA,USA,No,Onsite,Employed,0.6,Diploma,['MBA'],"['Northwestern University', 'MIT']",['English'],Construction,['BIM'],"['GenAI', 'SQL', 'GraphQL', 'Kubernetes', 'Go', 'Cerner', 'CI/CD', 'NLP', 'FHIR', 'HIPAA', 'Revit', 'Flask', 'HL7']","['MongoDB', 'LangGraph', 'AWS', 'Azure', 'SageMaker', 'Elasticsearch']","['HIPAA', 'Azure Fundamentals']","['Full-Stack Developer', 'Data Engineer', 'ML Engineer']","['GenAI', 'Unknown']",[],"Elliot Miller has about 0.6 years of experience across GenAI, Unknown, working with GenAI, SQL, GraphQL, Kubernetes and tools like MongoDB, LangGraph, AWS.","['predictive modeling', 'Realtime inference', 'ETL pipelines', 'RAG pipeline', 'GraphQL APIs']",Entry,0.91,0.29,0.08,0.22,0.11,0.1,0.03,0.12,"['NLP in production', 'Used AWS', 'Built RAG pipeline']","['Projects in Unknown', 'Industry: Construction', 'Sub: BIM']","['HIPAA', 'Azure Fundamentals']","['Elasticsearch', 'LangGraph']",LinkedIn,unknown,unknown,Offered,unknown,unknown,2025-10-19
CID0056,Jordan Garcia,jordan.garcia107@proton.me,(804) 694-8178,https://www.linkedin.com/in/jordangarcia6222,https://github.com/jordan807,Raleigh,NC,USA,No,Remote,Employed,7.2,Diploma,['M.Eng. Civil Engineering'],"['MIT', 'Stanford University']","['English', 'German']",Technology,['Cloud'],"['Kubernetes', 'Java', 'Epic', 'Plotly', 'Data Warehousing', 'NLP', 'Django', 'EHR', 'Revit', 'FastAPI', 'PyTorch']","['Redis', 'GCP', 'OpenAI API', 'LangGraph', 'LangChain', 'dbt', 'Vertex AI', 'Snowflake', 'PostgreSQL']","['GCP Professional Data Engineer', 'AWS Solutions Architect', 'TensorFlow Developer']","['AI Engineer', 'Full-Stack Developer']","['GenAI', 'Software Engineering', 'Healthcare IT', 'Data Engineering']",[],"Jordan Garcia has about 7.2 years of experience across GenAI, Software Engineering, Healthcare IT, working with Kubernetes, Java, Epic, Plotly and tools like Redis, GCP, OpenAI API.","['Kubernetes ops', 'vector search', 'EHR analytics', 'predictive modeling', 'GraphQL APIs', 'time-series forecasting', 'de-identification']",Senior,0.77,0.64,0.22,0.01,0.12,0.01,0.94,0.16,"['Java in production', 'Used LangChain', 'Built GraphQL APIs']","['Projects in Software Engineering', 'Industry: Technology', 'Sub: Cloud']","['GCP Professional Data Engineer', 'AWS Solutions Architect', 'TensorFlow Developer']","['dbt', 'dbt']",LinkedIn,unknown,unknown,Offered,unknown,unknown,2025-10-19
CID0057,Sage Hernandez,sage.hernandez574@icloud.com,(814) 684-6952,https://www.linkedin.com/in/sagehernandez1869,https://github.com/sage109,San Diego,CA,USA,Unknown,Hybrid,Open,5.1,Unknown,"['B.Eng. Civil Engineering', 'MBA']",['MIT'],['English'],Government,['Civic Tech'],"['FHIR', 'Data Warehousing', 'AutoCAD', 'Plotly', 'NLP', 'React', 'Matplotlib']","['Milvus', 'dbt', 'AWS', 'Elasticsearch', 'LangGraph', 'MongoDB', 'SageMaker']",[],"['MLOps Engineer', 'Civil Engineer']","['MLOps', 'GenAI', 'Software Engineering']",[],"Sage Hernandez has about 5.1 years of experience across MLOps, GenAI, Software Engineering, working with FHIR, Data Warehousing, AutoCAD, Plotly and tools like Milvus, dbt, AWS.","['DevOps CI/CD', 'de-identification', 'GraphQL APIs', 'EHR analytics']",Mid,0.92,0.27,0.21,0.05,0.24,0.03,0.2,0.81,"['NLP in production', 'Used AWS', 'Built EHR analytics']","['Projects in GenAI', 'Industry: Government', 'Sub: Civic Tech']",[],"['AWS', 'Elasticsearch']",Referral,unknown,unknown,Rejected,unknown,unknown,2025-10-19
CID0058,Sage Jones,sage.jones142@proton.me,(816) 916-9393,https://www.linkedin.com/in/sagejones8976,https://github.com/sage891,Phoenix,AZ,USA,No,Hybrid,Employed,3.1,Unknown,"['B.Eng. Civil Engineering', 'MBA']",['Osmania University'],"['English', 'Hindi', 'French']",Energy,"['Renewables', 'Oil & Gas']","['FastAPI', 'ETL', 'Go', 'EHR', 'Epic', 'Django', 'Matplotlib', 'Cerner', 'Docker', 'HL7', 'CI/CD', 'Python', 'Kubernetes', 'NLP']","['Redis', 'GCP', 'LangGraph', 'OpenAI API']",['PMP'],['Backend Engineer'],"['Computer Vision', 'GenAI', 'Construction', 'Healthcare IT']",[],"Sage Jones has about 3.1 years of experience across Computer Vision, GenAI, Construction, working with FastAPI, ETL, Go, EHR and tools like Redis, GCP, LangGraph.","['RAG pipeline', 'EHR analytics', 'vector search', 'GraphQL APIs']",Mid,0.9,0.89,0.8,0.17,0.07,0.77,0.24,0.24,"['Epic in production', 'Used Redis', 'Built GraphQL APIs']","['Projects in Healthcare IT', 'Industry: Energy', 'Sub: Oil & Gas']",['PMP'],"['LangGraph', 'Redis']",LinkedIn,unknown,unknown,Rejected,unknown,unknown,2025-10-19
CID0059,Jamie Martin,jamie.martin890@proton.me,(430) 848-7025,https://www.linkedin.com/in/jamiemartin3171,https://github.com/jamie311,Boston,MA,USA,No,Hybrid,Open,2.8,Master,['M.Eng. Civil Engineering'],['Georgia Tech'],"['English', 'French']",Education,['EdTech'],"['Python', 'TensorFlow', 'Flask', 'Epic', 'GenAI', 'R', 'Power BI', 'Go', 'Data Warehousing', 'CI/CD']","['BigQuery', 'Airflow', 'Spark', 'Kafka', 'Vertex AI', 'Redis', 'HuggingFace', 'Azure', 'Snowflake', 'AWS']",['AWS Developer'],"['Software Engineer', 'Data Engineer', 'Civil Engineer']","['CAD', 'Healthcare IT']",[],"Jamie Martin has about 2.8 years of experience across CAD, Healthcare IT, working with Python, TensorFlow, Flask, Epic and tools like BigQuery, Airflow, Spark.","['predictive modeling', 'RAG pipeline', 'time-series forecasting', 'Realtime inference', 'AutoCAD automation']",Mid,0.16,0.6,0.3,0.8,0.25,0.29,0.0,0.2,"['Go in production', 'Used Kafka', 'Built AutoCAD automation']","['Projects in CAD', 'Industry: Education', 'Sub: EdTech']",['AWS Developer'],"['Redis', 'HuggingFace']",LinkedIn,unknown,unknown,Hired,unknown,unknown,2025-10-19
CID0060,Quinn Moore,quinn.moore742@yahoo.com,(225) 729-7143,https://www.linkedin.com/in/quinnmoore7976,https://github.com/quinn54,San Diego,CA,USA,No,Hybrid,Notice (14 days),7.7,PhD,['M.S. Computer Science'],['Northwestern University'],"['English', 'German', 'Hindi']",Manufacturing,['Plant Ops'],"['Power BI', 'Epic', 'Plotly', 'Cerner', 'GraphQL', 'Django', 'HIPAA', 'SQL', 'EHR', 'GenAI', 'Python', 'Flask', 'TensorFlow', 'R']","['Vertex AI', 'LangGraph', 'Azure', 'Snowflake']",[],"['AI Engineer', 'Backend Engineer', 'Data Engineer']","['MLOps', 'Data Engineering', 'Security', 'CAD', 'GenAI']",[],"Quinn Moore has about 7.7 years of experience across MLOps, Data Engineering, Security, working with Power BI, Epic, Plotly, Cerner and tools like Vertex AI, LangGraph, Azure.","['predictive modeling', 'vector search', 'DevOps CI/CD', 'FHIR integration', 'time-series forecasting', 'GraphQL APIs', 'RAG pipeline']",Senior,0.9,0.21,0.18,0.64,0.08,0.28,0.73,0.62,"['HIPAA in production', 'Used Snowflake', 'Built RAG pipeline']","['Projects in MLOps', 'Industry: Manufacturing', 'Sub: Plant Ops']",[],"['LangGraph', 'LangGraph']",Career Page,unknown,unknown,Hired,unknown,unknown,2025-10-19
CID0061,Hayden Martinez,hayden.martinez984@outlook.com,(505) 893-7113,https://www.linkedin.com/in/haydenmartinez9069,https://github.com/hayden905,Chicago,IL,USA,Unknown,Hybrid,Open,0.6,HighSchool,"['B.S. Computer Science', 'B.E. Computer Science']",['Osmania University'],"['English', 'German', 'Mandarin']",Retail,"['Loyalty', 'eCommerce']","['CAD', 'Revit', 'Data Warehousing', 'Power BI', 'FHIR', 'AutoCAD', 'NLP', 'Java']","['SageMaker', 'LangGraph', 'OpenAI API', 'MongoDB', 'Vertex AI', 'GCP', 'dbt', 'BigQuery', 'HuggingFace']",[],['DevOps Engineer'],"['CAD', 'Unknown', 'Computer Vision', 'Healthcare IT', 'GenAI']",[],"Hayden Martinez has about 0.6 years of experience across CAD, Unknown, Computer Vision, working with CAD, Revit, Data Warehousing, Power BI and tools like SageMaker, LangGraph, OpenAI API.","['GraphQL APIs', 'vector search', 'Kubernetes ops', 'RAG pipeline', 'EHR analytics', 'DevOps CI/CD']",Entry,0.71,0.81,0.17,0.56,0.24,0.73,0.29,0.05,"['AutoCAD in production', 'Used MongoDB', 'Built vector search']","['Projects in Healthcare IT', 'Industry: Retail', 'Sub: eCommerce']",[],"['GCP', 'OpenAI API']",Unknown,unknown,unknown,Rejected,unknown,unknown,2025-10-19
CID0062,Elliot Anderson,elliot.anderson457@yahoo.com,(993) 512-8978,https://www.linkedin.com/in/elliotanderson2880,https://github.com/elliot671,San Francisco,CA,USA,Unknown,Remote,Notice (14 days),12.9,Master,['B.S. Information Systems'],['Osmania University'],['English'],Healthcare,"['Healthcare IT', 'Genomics', 'Orthopedics']","['Go', 'R', 'Docker', 'FHIR', 'Plotly', 'Power BI', 'FastAPI', 'HIPAA', 'GenAI']","['Redis', 'PostgreSQL', 'Airflow', 'GCP', 'MongoDB', 'Snowflake']",[],"['Full-Stack Developer', 'Civil Engineer']","['Unknown', 'Healthcare IT']",[],"Elliot Anderson has about 12.9 years of experience across Unknown, Healthcare IT, working with Go, R, Docker, FHIR and tools like Redis, PostgreSQL, Airflow.","['Realtime inference', 'DevOps CI/CD', 'ETL pipelines', 'EHR analytics', 'predictive modeling']",Lead/Manager,0.28,0.58,0.2,0.29,0.22,0.15,0.11,0.07,"['HIPAA in production', 'Used PostgreSQL', 'Built Realtime inference']","['Projects in Healthcare IT', 'Industry: Healthcare', 'Sub: Genomics']",[],"['PostgreSQL', 'Redis']",Unknown,unknown,unknown,Offered,unknown,unknown,2025-10-19
CID0063,Emerson Lopez,emerson.lopez398@proton.me,(665) 247-1653,https://www.linkedin.com/in/emersonlopez1692,https://github.com/emerson730,Miami,FL,USA,Unknown,Onsite,Notice (14 days),8.7,HighSchool,['M.Eng. Civil Engineering'],"['Carnegie Mellon University', 'Purdue University']","['English', 'Spanish', 'French']",Education,"['EdTech', 'Research']","['Power BI', 'Matplotlib', 'PyTorch', 'FastAPI', 'CI/CD', 'Go', 'Data Warehousing', 'Python', 'Kubernetes', 'GenAI', 'Flask']","['PostgreSQL', 'Vertex AI', 'HuggingFace', 'Snowflake', 'Milvus']",['GCP Professional Data Engineer'],['Full-Stack Developer'],"['Unknown', 'Healthcare IT']",[],"Emerson Lopez has about 8.7 years of experience across Unknown, Healthcare IT, working with Power BI, Matplotlib, PyTorch, FastAPI and tools like PostgreSQL, Vertex AI, HuggingFace.","['Realtime inference', 'RAG pipeline', 'vector search', 'EHR analytics', 'GraphQL APIs', 'DevOps CI/CD', 'predictive modeling']",Senior,0.19,0.77,0.12,0.07,0.04,0.18,0.04,0.15,"['GenAI in production', 'Used Vertex AI', 'Built Realtime inference']","['Projects in Unknown', 'Industry: Education', 'Sub: Research']",['GCP Professional Data Engineer'],"['Vertex AI', 'Milvus']",Agency,unknown,unknown,Unknown,unknown,unknown,2025-10-19
CID0064,Reese Smith,reese.smith900@yahoo.com,(287) 421-8359,https://www.linkedin.com/in/reesesmith7892,https://github.com/reese184,Minneapolis,MN,USA,Yes,Unknown,Unknown,2.1,HighSchool,['B.S. Information Systems'],['Osmania University'],"['English', 'Mandarin', 'Arabic']",Logistics,['Fleet'],"['React', 'GenAI', 'NLP', 'Python', 'AutoCAD', 'Kubernetes', 'CI/CD', 'EHR', 'Django', 'Go', 'Data Warehousing', 'Plotly']","['Spark', 'LangGraph', 'OpenAI API', 'HuggingFace', 'AWS']",[],"['Software Engineer', 'Civil Engineer']","['Unknown', 'Data Engineering']",[],"Reese Smith has about 2.1 years of experience across Unknown, Data Engineering, working with React, GenAI, NLP, Python and tools like Spark, LangGraph, OpenAI API.","['RAG pipeline', 'FHIR integration', 'DevOps CI/CD', 'de-identification', 'Kubernetes ops', 'EHR analytics', 'GraphQL APIs']",Mid,0.11,0.24,0.27,0.25,0.17,0.13,0.85,0.08,"['Python in production', 'Used Spark', 'Built DevOps CI/CD']","['Projects in Data Engineering', 'Industry: Logistics', 'Sub: Fleet']",[],"['LangGraph', 'Spark']",Unknown,unknown,unknown,In pipeline,unknown,unknown,2025-10-19
CID0065,Reese Taylor,reese.taylor121@icloud.com,(207) 584-4365,https://www.linkedin.com/in/reesetaylor6699,https://github.com/reese380,Miami,FL,USA,Yes,Hybrid,Notice (30 days),9.8,Bachelor,"['M.Eng. Civil Engineering', 'B.S. Information Systems']","['Purdue University', 'UC Berkeley']","['English', 'Arabic', 'Hindi']",Manufacturing,"['Supply Chain', 'Robotics', 'Plant Ops']","['Docker', 'Java', 'FastAPI', 'FHIR', 'HL7', 'ETL', 'PyTorch', 'Epic', 'React', 'GenAI', 'NLP']","['PostgreSQL', 'MongoDB', 'Azure', 'AWS', 'Milvus', 'Snowflake', 'Spark', 'Redis', 'OpenAI API']",[],['Data Engineer'],"['NLP', 'Computer Vision']",[],"Reese Taylor has about 9.8 years of experience across NLP, Computer Vision, working with Docker, Java, FastAPI, FHIR and tools like PostgreSQL, MongoDB, Azure.","['GraphQL APIs', 'de-identification', 'vector search', 'predictive modeling', 'AutoCAD automation', 'Kubernetes ops', 'ETL pipelines']",Senior,0.12,0.3,0.18,0.16,0.63,0.42,0.21,0.18,"['FastAPI in production', 'Used Redis', 'Built predictive modeling']","['Projects in NLP', 'Industry: Manufacturing', 'Sub: Supply Chain']",[],"['OpenAI API', 'Milvus']",Career Page,unknown,unknown,In pipeline,unknown,unknown,2025-10-19
